Geography,IsActiveMember,HasCrCard,Balance,CreditScore,Exited
France,1,1,0.0,850,0
France,0,0,0.0,497,0
France,1,0,81042.42,764,0
France,0,1,0.0,603,1
France,1,1,0.0,609,0
France,1,1,199689.49,487,1
France,0,0,142645.43,748,0
Spain,1,1,0.0,710,0
Germany,0,1,110219.14,432,1
Spain,1,0,0.0,534,0
France,0,0,0.0,607,0
Spain,0,1,0.0,551,0
France,0,1,142072.02,674,0
France,0,1,0.0,525,0
Germany,0,0,149564.61,645,0
France,0,1,0.0,755,0
Germany,1,1,153366.13,708,0
France,1,1,76467.16,715,0
France,1,1,121508.28,727,0
Spain,1,0,0.0,559,0
Spain,0,1,73211.12,545,1
France,0,1,0.0,524,0
France,1,0,0.0,707,0
Spain,0,1,92674.94,671,0
Spain,0,1,96196.24,439,1
Germany,1,1,114391.62,667,0
Germany,0,1,80262.66,831,0
Spain,0,1,173331.52,545,0
Spain,1,1,147285.52,604,0
Spain,1,1,119785.47,657,0
Spain,0,1,140137.15,487,0
Germany,0,1,107467.56,750,1
Germany,0,1,98218.04,694,1
Germany,1,1,133607.75,711,0
France,1,1,0.0,551,0
France,1,1,95139.41,559,0
France,1,0,0.0,620,0
Spain,0,1,0.0,660,0
France,0,1,0.0,449,0
Germany,0,1,97331.19,703,0
Germany,1,1,139265.63,795,0
France,1,0,0.0,594,0
Spain,0,0,168094.01,586,0
Germany,0,1,131563.88,613,0
France,0,1,0.0,601,0
France,0,0,0.0,657,0
France,1,1,0.0,531,0
Germany,1,1,107363.29,621,0
France,1,0,94493.03,782,0
Germany,0,1,170214.23,528,0
France,0,1,139781.06,696,1
France,0,1,0.0,586,0
Spain,1,0,148610.41,626,1
France,1,1,170241.7,498,0
France,1,1,128306.83,691,0
France,1,1,0.0,568,0
France,1,1,0.0,715,0
Germany,1,0,175454.0,680,0
Spain,0,1,0.0,802,0
France,1,1,100885.93,539,0
France,1,1,93320.8,494,0
Germany,1,1,63176.44,594,0
France,0,0,139451.67,596,0
France,0,1,49113.75,649,0
Germany,1,1,123906.22,699,1
France,1,1,0.0,787,0
France,0,0,0.0,604,0
Germany,0,1,131441.51,489,1
France,0,1,0.0,651,1
France,1,1,136325.48,698,1
Germany,0,1,113150.44,578,1
Spain,0,0,0.0,538,0
France,1,1,0.0,696,0
Germany,1,1,102785.16,507,0
Spain,0,0,83264.28,685,0
Germany,1,1,72252.64,705,0
Germany,0,1,148051.52,499,0
France,1,1,138489.66,717,0
France,1,1,0.0,510,0
France,1,1,111589.33,632,0
Germany,0,1,122104.79,668,1
Germany,1,1,96106.83,744,0
Germany,0,1,115930.87,663,0
Germany,0,1,124513.66,638,0
France,0,1,0.0,688,1
Spain,0,1,0.0,588,0
France,1,1,0.0,631,1
Spain,0,1,100988.39,687,0
France,1,1,118577.24,599,0
Spain,0,1,0.0,718,0
France,1,1,0.0,730,0
France,1,0,0.0,533,1
Spain,1,1,0.0,711,0
Spain,1,0,0.0,555,0
France,1,1,113311.11,850,0
France,0,0,0.0,678,0
France,0,1,0.0,576,0
Germany,0,0,124365.42,835,1
France,1,1,147249.29,592,0
France,1,0,103688.19,774,0
France,0,0,138740.24,620,0
Spain,1,1,111900.14,519,0
Spain,1,1,152760.24,734,0
Germany,1,1,143966.3,763,1
France,0,1,141556.96,733,0
France,1,1,0.0,650,0
France,0,1,0.0,538,0
France,1,1,0.0,577,0
France,0,1,0.0,792,0
France,1,1,0.0,686,1
France,1,0,0.0,589,0
France,0,1,162560.32,530,0
Germany,0,1,123229.46,778,0
Spain,1,1,76665.71,616,0
France,1,1,140278.99,550,1
France,1,0,0.0,655,0
France,0,0,115764.32,721,0
Germany,0,1,131142.53,499,0
France,0,1,68375.27,511,1
Germany,0,0,117833.3,579,1
Spain,1,1,0.0,696,0
France,0,0,0.0,681,0
France,1,0,0.0,815,1
Spain,0,1,111093.01,681,0
Spain,0,1,132657.55,641,0
France,1,1,128882.49,591,1
Germany,1,1,69129.59,565,0
France,1,1,0.0,487,0
France,1,1,121404.64,729,0
Spain,0,1,131355.3,505,1
France,1,0,102097.33,580,0
France,1,1,154863.15,642,0
Spain,0,1,99945.93,850,0
Germany,0,1,121704.32,616,0
Spain,0,1,0.0,526,0
Germany,1,1,138782.76,523,0
France,1,1,0.0,663,0
France,0,1,136291.71,840,0
Germany,0,1,107856.57,570,0
Germany,0,0,108348.66,676,1
France,0,1,93871.95,689,1
Spain,0,1,0.0,703,1
Germany,0,0,125860.2,491,0
France,0,1,172713.44,584,0
France,1,0,0.0,810,0
Spain,1,1,0.0,745,0
France,1,0,130786.92,625,0
France,0,1,112367.34,535,0
Spain,0,1,91091.06,729,0
France,1,0,106198.5,655,0
France,0,1,142669.93,751,0
France,1,0,112833.35,525,0
France,1,0,0.0,532,0
Spain,1,1,0.0,696,0
Germany,0,0,104336.43,786,0
France,1,0,104305.74,580,0
Germany,1,1,140187.1,596,0
France,0,1,0.0,683,0
France,0,1,114959.12,747,1
France,1,0,164704.38,602,1
France,1,0,119096.55,779,0
France,1,1,0.0,551,0
France,0,1,0.0,666,1
Spain,0,1,0.0,526,0
France,0,1,115465.28,849,0
France,0,1,0.0,471,0
Spain,0,1,184926.61,628,0
Germany,0,1,85957.88,674,0
France,1,0,114084.6,797,0
Spain,0,1,166930.76,590,0
France,0,1,0.0,588,0
France,1,1,0.0,577,0
France,0,0,107193.82,571,0
France,1,1,116275.12,680,0
Spain,1,1,0.0,648,0
France,0,1,91068.56,618,0
Germany,1,0,123049.21,648,0
France,1,1,0.0,759,0
France,0,0,0.0,585,0
France,0,0,137781.65,774,0
Germany,1,1,108128.96,697,0
Spain,0,1,105317.73,605,0
France,0,0,80569.73,676,0
France,1,1,174852.89,678,0
Spain,0,1,89158.94,495,1
France,1,1,0.0,787,0
France,1,1,89800.14,770,0
Germany,0,0,101207.75,817,1
France,0,1,106086.42,659,0
France,1,1,0.0,693,0
France,0,1,0.0,744,0
Spain,1,1,101440.36,829,0
France,0,1,0.0,716,0
France,1,1,106603.74,671,0
Germany,0,0,130420.2,835,0
France,0,1,0.0,636,0
Spain,1,1,45022.23,649,0
Germany,1,1,74298.43,621,0
Germany,1,0,133003.03,658,1
Spain,1,1,0.0,784,0
Spain,0,1,136689.66,783,0
France,1,1,0.0,615,0
France,1,1,0.0,791,1
France,1,1,102520.37,762,0
France,1,1,0.0,607,0
France,0,1,0.0,601,0
Spain,1,0,88382.01,540,0
France,0,1,115049.15,812,0
France,1,1,104796.54,685,0
France,0,1,123082.08,680,0
Spain,1,1,0.0,680,0
France,0,0,0.0,631,0
France,1,1,0.0,569,0
Germany,1,1,88311.48,584,0
France,1,1,0.0,582,0
France,1,1,71872.19,609,0
Spain,0,1,110046.93,506,0
France,1,1,104430.08,503,0
France,0,1,0.0,503,0
Germany,0,1,138653.51,806,0
France,1,1,102575.04,653,0
France,1,1,137780.74,666,1
Spain,0,1,0.0,674,0
France,1,0,0.0,798,0
France,0,1,105209.54,740,0
Germany,1,1,109570.21,531,0
Germany,0,1,118715.86,614,1
France,1,1,0.0,556,0
Germany,1,1,153393.18,678,0
Germany,0,1,132603.36,587,0
Spain,1,1,0.0,527,0
Germany,0,0,129398.01,757,0
Spain,0,1,0.0,468,0
France,0,0,151352.74,693,0
France,0,1,136836.49,483,1
France,0,1,91592.06,466,1
France,0,1,0.0,770,0
France,0,1,0.0,734,1
France,1,1,0.0,716,0
France,1,1,165536.28,439,0
Germany,1,1,62482.95,538,0
France,0,1,68155.59,743,0
Spain,1,0,55853.33,734,1
France,1,0,0.0,656,0
France,0,0,79589.43,666,0
Spain,1,0,100880.76,627,0
Germany,0,0,174330.35,480,0
France,0,1,143390.51,792,0
Germany,0,0,91415.76,613,1
Germany,0,1,134366.42,476,0
France,1,1,0.0,539,0
Spain,1,1,88786.81,696,0
Germany,1,1,96814.46,810,0
Germany,0,1,160680.41,763,0
France,0,1,0.0,640,0
France,0,1,0.0,655,0
Germany,0,1,145537.21,526,0
France,1,1,0.0,678,1
France,1,1,0.0,554,0
Spain,1,1,119370.11,597,1
Spain,1,1,0.0,560,0
Germany,0,0,134381.52,850,1
Germany,1,1,114888.74,546,1
Germany,0,1,149332.48,623,0
France,0,1,105061.74,698,1
France,1,1,0.0,620,0
France,1,1,0.0,619,1
France,1,1,0.0,561,0
France,1,1,155062.8,753,0
Spain,0,0,88798.34,721,0
France,0,1,0.0,451,0
Germany,0,0,143139.87,680,1
Spain,0,1,0.0,590,0
Germany,0,1,107027.52,634,0
France,0,1,140720.93,676,0
France,0,1,80964.57,642,0
France,0,1,178585.46,760,1
Spain,1,1,135889.13,736,0
France,0,1,134919.85,656,0
Germany,0,0,115130.34,776,1
Spain,1,0,138190.13,832,0
Germany,1,1,131519.49,631,0
Spain,0,1,0.0,795,1
Germany,1,0,126935.98,648,0
France,1,1,133707.09,615,0
France,0,1,97893.2,682,0
France,0,1,127900.03,694,0
France,1,0,143835.47,694,0
France,1,1,0.0,607,0
France,0,1,0.0,664,1
France,1,1,0.0,756,1
France,1,1,129596.77,645,0
Spain,0,1,0.0,653,0
Germany,0,0,110407.44,710,1
France,1,0,0.0,697,0
Germany,0,1,142015.76,619,0
Spain,1,0,81370.07,648,0
Germany,0,0,69329.47,482,1
France,1,1,116755.5,548,1
Spain,0,1,83870.33,752,0
France,1,1,130694.89,648,1
Spain,0,1,117451.47,643,0
Germany,1,0,206868.78,573,0
France,0,0,111695.62,686,0
France,0,1,137285.26,644,1
France,1,1,149218.39,702,0
France,1,0,0.0,652,0
Spain,1,1,0.0,641,0
Germany,0,1,130701.29,692,1
Spain,0,0,0.0,574,0
France,0,1,167949.48,643,0
France,0,1,131254.81,834,0
France,1,1,0.0,591,0
Spain,1,0,0.0,470,0
Spain,1,0,86656.13,608,0
Germany,1,1,114737.26,649,1
France,0,1,0.0,665,0
France,0,1,0.0,651,0
Germany,1,0,119817.33,555,1
France,1,1,130806.99,637,1
France,1,1,0.0,675,1
Spain,0,1,0.0,677,0
Germany,0,0,80931.75,850,1
France,1,1,0.0,815,1
Germany,0,0,132178.67,665,0
France,0,1,0.0,485,0
Spain,1,1,0.0,577,0
France,0,1,164769.02,586,1
Germany,0,1,107233.85,722,0
France,1,0,176227.07,528,0
France,1,1,109949.39,542,0
France,1,1,0.0,552,0
France,0,1,117738.81,678,1
Spain,0,1,133292.45,575,0
France,1,1,160474.59,669,0
France,0,1,0.0,636,0
Germany,1,1,154393.43,667,1
Germany,1,1,110827.49,652,1
Germany,1,1,145750.45,637,0
Spain,1,0,109044.3,516,0
France,1,1,75170.54,801,0
France,0,1,0.0,692,0
France,1,1,105795.9,585,0
France,0,1,0.0,590,0
Spain,1,1,0.0,554,0
France,0,1,0.0,659,1
France,0,1,118097.87,690,0
Germany,0,0,172693.54,697,0
France,0,1,129440.3,610,0
Spain,0,0,0.0,599,0
France,0,1,96471.2,544,0
France,1,1,0.0,548,1
Spain,1,1,140197.18,635,0
France,0,1,0.0,722,0
France,0,1,135946.26,564,0
France,1,1,0.0,719,0
Germany,1,0,81290.02,547,1
France,0,1,0.0,850,1
Germany,0,1,113715.36,515,1
Spain,1,0,168883.08,667,0
Germany,0,1,143421.74,607,0
France,1,1,153644.39,525,0
Spain,1,1,109330.06,606,0
Germany,0,0,115095.88,686,0
France,1,1,0.0,611,1
Spain,1,1,183276.32,827,0
France,0,1,68193.72,572,0
France,0,0,0.0,726,0
Germany,1,0,139729.54,579,0
Spain,1,1,98365.33,598,0
France,0,1,0.0,663,0
Germany,1,1,122453.97,505,0
Germany,0,0,132174.41,576,0
Spain,1,0,0.0,555,0
France,0,1,0.0,524,0
Spain,0,0,104349.45,776,0
Germany,0,1,138881.04,645,1
Germany,0,0,116968.91,850,0
Germany,1,1,105346.03,603,0
France,0,1,136623.19,691,0
France,1,1,0.0,583,0
France,0,1,0.0,584,1
France,1,1,0.0,679,0
France,0,1,124445.52,646,0
France,1,1,68999.66,559,0
Spain,1,1,85768.42,595,0
France,0,1,0.0,527,1
Spain,1,1,100628.0,684,0
Spain,1,1,0.0,673,0
Spain,1,0,0.0,802,0
France,0,1,0.0,675,1
Spain,0,1,0.0,762,0
France,0,1,125647.36,580,1
Germany,1,1,100375.39,621,0
France,0,0,0.0,411,0
France,1,0,171922.72,815,0
Germany,1,1,146810.99,631,0
Germany,1,0,109032.23,514,1
France,0,1,0.0,638,1
Spain,0,1,0.0,791,0
France,0,1,128653.59,516,0
France,1,0,80387.81,734,0
France,1,0,0.0,611,1
Germany,0,1,108508.82,850,1
France,0,1,155978.17,641,0
France,1,1,0.0,585,0
Germany,0,1,121175.56,552,1
France,0,0,89349.47,507,0
Spain,0,0,86131.71,735,0
France,1,1,102346.86,707,0
Germany,1,1,121263.62,698,0
France,0,1,0.0,841,0
Spain,0,0,0.0,688,1
France,1,1,0.0,614,0
Germany,0,0,149726.08,511,1
France,0,1,0.0,447,1
France,0,1,161274.05,738,0
France,0,1,0.0,422,0
Spain,1,1,103138.17,537,0
Germany,0,1,109628.44,707,0
France,0,1,0.0,690,1
Germany,0,1,97286.16,664,0
France,0,1,118004.26,850,0
Spain,0,0,85534.83,584,0
France,1,1,0.0,728,1
Spain,0,1,95140.44,560,1
France,1,1,0.0,629,1
France,1,0,0.0,658,0
Germany,1,1,75900.84,794,0
France,0,1,126619.27,790,0
France,0,1,111833.47,640,0
Spain,0,1,0.0,652,0
France,1,0,238387.56,583,1
France,1,1,108698.96,775,0
France,1,1,112687.69,584,0
Germany,0,1,81556.89,635,0
France,1,1,136596.85,814,0
Germany,0,0,98807.45,735,1
France,1,0,0.0,678,0
France,1,1,0.0,693,0
France,1,1,107499.7,640,0
Spain,0,1,0.0,773,0
France,0,1,0.0,736,0
France,1,1,0.0,693,0
France,0,1,176024.05,496,0
France,1,1,0.0,751,0
Germany,1,0,127631.62,528,1
Spain,0,1,0.0,754,0
Germany,0,1,109819.16,568,0
Spain,0,1,138734.94,592,0
Germany,0,1,111363.1,558,0
France,1,1,0.0,825,0
Germany,0,1,143988.0,677,1
France,1,1,118838.75,653,0
Spain,1,1,161637.75,593,0
France,1,1,133793.89,632,1
Germany,0,1,71553.83,601,0
France,1,1,0.0,786,0
France,0,1,0.0,654,0
France,1,1,0.0,572,0
France,1,0,64667.95,813,0
France,1,1,121164.11,523,0
Spain,0,1,0.0,506,0
Spain,1,1,98903.06,513,0
France,0,1,104158.84,664,0
France,1,1,0.0,684,0
Spain,1,1,139529.93,608,1
France,1,0,0.0,527,0
France,0,1,64646.7,666,1
France,1,1,0.0,779,1
France,1,1,0.0,629,0
France,0,0,118894.22,430,0
France,1,0,0.0,712,0
France,1,1,0.0,682,0
France,1,1,68213.99,634,0
Spain,0,1,0.0,487,0
Spain,1,0,139196.0,808,0
France,1,1,0.0,527,0
Germany,1,0,126345.55,637,1
Spain,1,1,0.0,802,0
France,0,1,0.0,529,1
France,0,0,0.0,850,0
France,1,1,0.0,738,0
France,0,0,129278.43,817,0
France,0,0,119558.35,735,0
Germany,0,1,92467.58,619,0
France,0,0,0.0,671,0
Spain,0,1,0.0,581,0
Spain,0,1,0.0,690,0
Spain,0,0,99340.83,579,1
Spain,1,1,0.0,688,0
Spain,0,1,126833.79,599,1
Germany,1,1,109676.52,729,0
France,1,0,0.0,718,0
Germany,1,1,134729.99,712,0
France,0,0,98431.37,474,0
Germany,0,1,130368.31,565,0
France,0,1,123974.96,658,0
France,1,0,138082.16,714,0
France,0,0,129855.32,725,0
France,0,0,132308.22,825,0
Germany,0,1,155447.65,665,1
Spain,1,0,124268.64,670,0
Germany,0,1,176311.36,474,0
France,1,1,99886.42,591,0
France,1,1,0.0,508,0
France,1,0,0.0,695,0
Germany,1,1,85089.3,660,0
Germany,1,1,134318.21,687,0
Germany,1,0,75395.53,658,0
Germany,0,0,116765.7,705,1
Spain,1,1,0.0,739,0
France,1,1,111501.66,844,0
Germany,0,0,76595.08,602,0
France,0,0,160541.36,759,0
Germany,0,1,129728.6,747,0
France,0,0,0.0,673,0
Spain,1,1,130929.02,671,1
Germany,1,1,116800.25,640,0
Germany,1,0,101016.53,581,1
France,1,1,0.0,630,0
France,1,1,190566.65,703,0
Spain,0,1,0.0,698,1
Germany,1,0,97067.69,742,1
France,1,0,92208.54,652,1
France,0,1,186347.97,644,0
Spain,1,0,103176.62,735,0
France,1,1,0.0,777,1
Germany,1,1,77270.08,644,1
Germany,1,1,111911.63,665,1
Germany,1,1,94216.05,529,0
Spain,1,1,0.0,803,0
Spain,0,1,0.0,604,0
France,0,1,106770.82,738,0
Germany,1,1,138089.97,655,0
Germany,1,0,133191.19,698,0
France,1,1,0.0,775,0
France,1,1,74135.85,735,1
Spain,0,1,99208.46,766,0
Germany,1,1,92242.34,537,0
Germany,1,1,108380.72,599,0
Spain,0,1,91893.32,420,1
France,1,1,85757.93,674,0
France,0,0,0.0,570,0
Germany,1,1,96759.42,623,0
France,1,1,0.0,710,0
France,1,1,0.0,466,0
France,0,1,0.0,759,0
France,1,1,0.0,581,0
France,0,1,132150.26,820,0
France,1,0,0.0,759,0
France,0,1,175443.75,628,1
France,1,1,78990.15,676,0
France,0,1,113743.37,591,0
France,1,1,157624.84,690,0
France,1,1,125163.62,624,0
France,0,1,0.0,573,0
France,1,1,0.0,694,0
Spain,0,1,80922.75,632,0
France,0,1,193354.86,632,0
Germany,1,1,107648.94,832,0
Germany,0,0,131769.04,598,1
Germany,0,0,138992.48,430,0
France,0,0,113899.92,711,0
Germany,1,1,114450.32,582,0
France,0,1,0.0,605,0
France,1,1,0.0,657,0
Spain,0,0,63609.92,578,1
France,0,0,0.0,532,0
France,0,0,75497.51,612,0
France,0,1,0.0,792,0
France,1,1,0.0,674,0
France,1,1,0.0,680,0
France,0,1,117704.73,593,0
Germany,1,1,130463.55,679,0
Spain,1,1,46161.18,493,0
Spain,0,0,0.0,688,0
Germany,1,1,110182.54,769,0
Spain,0,0,0.0,581,0
France,0,1,117221.15,465,0
France,0,0,0.0,641,0
Germany,0,0,79120.27,731,1
France,1,1,177069.24,625,0
France,0,0,61636.97,468,0
France,0,1,0.0,790,0
Germany,0,1,104414.03,587,0
France,1,1,159732.02,692,0
Germany,1,1,89437.03,676,0
France,1,1,0.0,571,0
France,0,0,0.0,700,0
France,1,1,0.0,445,0
France,1,1,142400.77,746,0
France,1,1,88011.4,722,1
France,1,1,0.0,596,0
Germany,1,1,154870.28,850,0
Spain,0,1,0.0,597,1
Spain,1,1,0.0,436,0
Germany,0,1,118402.25,660,0
France,1,1,87374.88,649,0
Germany,0,1,105397.8,646,1
Spain,0,1,125341.69,560,0
Germany,1,1,129164.88,710,0
France,0,1,141004.46,513,0
France,0,1,0.0,607,0
France,1,1,89079.41,757,1
Germany,0,0,103604.31,619,0
France,1,1,182705.05,612,0
France,1,1,0.0,842,0
France,0,0,94598.48,713,1
Spain,0,0,188241.05,657,1
France,0,0,0.0,770,0
France,1,0,0.0,773,0
Germany,0,0,117469.91,470,0
Spain,0,1,80790.74,781,0
France,1,0,107735.93,428,0
Germany,0,1,133379.41,600,1
Spain,0,1,168066.87,697,0
Germany,0,0,69014.49,692,0
France,0,1,0.0,791,0
Germany,1,0,98548.62,538,0
France,1,1,0.0,820,0
Spain,1,1,76554.06,679,0
France,1,0,0.0,649,0
France,1,1,107375.82,632,0
France,1,0,122417.17,594,0
France,1,0,0.0,682,1
Spain,0,0,97188.62,720,0
France,1,1,61297.05,769,0
Spain,0,0,112666.67,746,1
Spain,1,1,0.0,623,0
France,0,1,157842.07,537,0
France,0,1,91443.75,468,0
Germany,0,1,110148.49,588,1
Spain,1,1,53299.96,729,0
Spain,1,1,0.0,543,0
Spain,1,1,0.0,499,0
Germany,1,1,70233.74,784,0
France,0,1,0.0,604,1
Spain,0,1,75212.28,614,0
France,1,0,41299.03,671,0
Spain,0,1,83286.56,587,0
Spain,0,0,0.0,593,0
France,0,0,0.0,453,1
Germany,0,1,85668.59,570,0
France,1,0,57327.04,655,0
Spain,0,1,0.0,632,0
France,1,1,69609.85,681,0
Germany,0,1,129269.27,591,0
France,1,1,0.0,779,0
France,0,0,165350.61,456,1
France,1,0,152105.57,686,0
France,1,1,0.0,617,0
France,0,1,106290.64,850,0
Germany,0,0,100548.67,646,0
Germany,0,1,106344.95,735,1
France,0,0,137482.19,543,0
France,1,0,116465.53,490,0
France,1,1,0.0,640,0
Spain,1,0,0.0,445,0
France,1,1,127637.92,761,0
France,1,1,0.0,426,0
France,1,1,0.0,777,0
France,0,1,81951.74,534,0
France,1,1,147531.82,777,0
Spain,1,1,0.0,806,0
France,0,0,135120.72,790,0
Spain,0,0,0.0,643,0
Spain,1,0,0.0,584,0
France,1,1,0.0,638,0
Spain,0,0,0.0,771,0
France,0,0,0.0,600,0
Spain,0,1,28082.95,661,1
France,0,1,0.0,554,1
Spain,1,0,111087.5,627,0
France,1,1,0.0,659,0
France,0,1,127120.07,835,0
France,1,1,115651.6,763,0
Germany,0,1,77743.01,625,0
France,0,1,0.0,799,0
France,1,1,71996.09,849,0
France,1,1,61581.97,692,0
France,0,1,0.0,623,0
Spain,0,1,0.0,453,1
France,0,0,87873.39,408,1
Germany,1,1,105617.73,778,1
France,1,0,0.0,695,1
Germany,1,1,148770.61,677,0
Spain,1,1,94901.09,662,0
France,1,1,174851.9,534,0
France,1,1,0.0,602,0
Germany,0,1,120847.11,554,1
France,0,1,0.0,667,0
France,0,0,0.0,672,0
Spain,1,1,103267.8,838,0
Spain,1,1,109699.08,692,0
France,1,0,135133.39,675,1
Spain,0,1,0.0,731,0
France,0,0,137649.47,468,0
Spain,0,1,113567.94,542,0
Spain,0,0,0.0,662,1
Germany,1,0,141547.26,770,0
France,0,1,62055.17,675,1
Germany,0,1,131156.76,647,0
France,0,1,134837.58,604,0
France,0,1,0.0,833,0
Spain,0,1,104784.23,741,1
Spain,1,0,0.0,658,0
France,1,1,156948.41,528,1
France,0,1,147751.75,590,1
France,1,0,124619.33,675,0
France,0,0,124182.21,765,0
France,0,1,142028.36,650,1
France,0,0,0.0,817,1
Germany,0,1,125837.86,699,0
Germany,1,1,117160.32,495,1
Spain,1,0,0.0,491,0
France,0,0,97565.74,847,1
Spain,1,0,0.0,676,0
Spain,0,0,104833.79,746,0
Spain,0,1,101675.22,470,0
Spain,1,0,0.0,714,0
France,0,1,0.0,695,1
France,0,1,174701.05,674,1
Germany,0,1,71142.77,664,0
Germany,1,0,108805.42,697,0
France,1,1,0.0,670,0
France,1,1,0.0,541,0
France,1,0,116037.76,640,0
France,1,1,0.0,647,0
France,0,1,80673.96,757,0
Germany,0,1,124640.51,704,1
Germany,0,1,182275.23,778,0
Germany,0,1,98635.77,639,0
France,0,1,0.0,637,0
France,0,1,0.0,686,0
Spain,0,1,79757.21,577,1
Germany,1,0,53053.76,506,0
France,1,1,120911.75,757,0
France,0,1,115285.85,826,0
France,0,1,0.0,721,0
Spain,0,1,221532.8,489,0
France,0,0,105056.13,446,0
France,1,0,88363.03,677,0
France,0,1,123757.52,769,0
Spain,1,1,123959.97,677,1
Germany,1,0,114822.64,555,0
Germany,0,1,145219.3,652,0
Germany,1,1,106807.64,722,0
France,0,0,148159.71,643,0
Germany,0,1,99745.95,796,0
Germany,0,1,156282.79,720,0
France,0,1,0.0,613,0
France,1,0,0.0,506,1
France,0,1,0.0,608,1
Spain,1,1,0.0,667,0
France,0,1,121376.15,750,1
France,0,0,111582.11,610,0
Germany,0,1,129417.82,588,0
France,1,1,0.0,479,0
France,1,0,0.0,682,0
France,0,1,0.0,677,0
Germany,0,1,94607.08,850,0
France,0,1,131368.3,580,1
France,1,0,166883.07,746,0
Spain,0,1,0.0,635,0
Germany,1,1,172812.72,664,0
Germany,1,1,126606.63,558,0
France,0,0,134950.19,415,1
France,0,1,96956.1,798,1
Germany,0,1,107601.79,792,1
Germany,0,1,92060.06,489,1
France,0,1,0.0,730,0
France,1,1,0.0,773,0
France,1,1,137688.71,711,0
Spain,1,1,85845.43,592,0
Germany,0,1,125552.96,695,0
France,1,0,167298.42,640,0
Spain,1,1,55732.92,470,0
Germany,1,1,110689.07,789,1
Spain,1,1,98544.11,604,0
Germany,0,0,178317.6,493,0
France,0,0,115713.84,671,0
France,0,0,143267.14,656,0
Spain,0,1,89750.21,739,0
Spain,0,1,116576.45,560,0
Germany,0,1,143001.5,827,0
France,0,0,157761.56,681,0
France,1,1,0.0,740,0
Spain,1,0,103430.11,663,0
Spain,0,1,0.0,845,1
Spain,0,0,0.0,555,0
Germany,0,1,115115.38,680,1
Germany,1,1,122501.28,638,0
Spain,1,1,0.0,640,0
France,1,1,0.0,778,0
France,0,1,146758.24,679,0
France,1,1,0.0,593,0
France,1,0,0.0,788,1
France,0,1,110738.89,770,1
France,1,0,94203.8,729,0
France,1,0,105792.49,545,1
France,1,1,153198.23,597,0
France,0,0,0.0,537,0
France,1,1,61811.23,732,0
France,0,1,101116.06,542,0
Germany,1,0,74458.25,688,0
Germany,0,0,142871.27,542,0
Germany,1,0,98585.94,754,0
France,1,1,0.0,750,1
France,1,1,0.0,731,0
France,0,1,80764.03,699,1
France,1,0,144801.97,534,1
Spain,0,1,0.0,494,0
Germany,1,1,110053.62,497,0
France,1,0,118890.81,632,0
France,0,1,0.0,724,1
Germany,1,1,151218.98,751,0
France,1,0,150507.21,733,0
Spain,1,1,0.0,701,0
Germany,0,0,131023.76,525,0
Germany,0,0,122314.5,666,1
France,1,1,0.0,653,0
France,1,1,0.0,850,0
Germany,1,0,111739.4,646,0
France,1,1,113882.31,750,0
France,0,1,98148.61,764,0
France,0,1,0.0,658,0
France,1,1,59271.82,727,0
France,1,0,0.0,687,0
Spain,1,1,0.0,631,0
France,1,1,69413.44,797,0
Spain,1,1,160599.06,650,0
Spain,1,1,0.0,850,0
France,0,1,147803.48,676,1
Spain,1,1,0.0,620,0
France,0,0,170228.59,576,1
France,1,0,133111.73,482,0
Spain,0,0,0.0,695,0
France,0,1,176139.5,706,0
France,1,1,0.0,668,0
Germany,1,1,110245.13,679,0
France,0,1,0.0,703,0
Spain,1,1,158719.57,670,0
France,1,0,160979.68,590,0
Spain,1,0,123557.65,613,0
France,1,1,0.0,742,1
France,0,1,0.0,608,1
France,1,1,112896.86,571,0
France,0,0,120962.13,595,0
Germany,0,1,96048.55,745,0
France,1,0,0.0,589,0
France,1,1,185063.7,749,0
France,1,1,118064.93,678,0
France,1,1,0.0,603,0
France,1,1,0.0,504,0
Germany,1,1,149131.03,739,1
France,0,1,0.0,604,0
France,1,1,0.0,612,0
Spain,0,0,125512.98,629,0
Spain,0,1,83492.07,652,0
France,0,0,0.0,565,0
France,0,1,0.0,707,1
France,1,1,125739.26,645,0
Germany,1,0,98592.88,762,1
Spain,0,1,141789.15,639,0
Germany,0,0,112949.71,709,0
France,0,1,105057.33,823,0
Germany,1,0,89087.89,817,1
Germany,0,0,147435.96,665,0
Germany,0,1,154439.86,646,0
France,1,1,73054.37,568,0
France,0,1,124678.35,850,1
Germany,0,1,152576.25,473,0
France,1,1,152243.57,731,0
France,0,1,0.0,619,0
Germany,1,1,88120.97,715,0
Germany,1,0,143930.92,772,1
France,0,1,0.0,686,0
Germany,0,1,137059.05,749,1
France,1,1,186558.55,781,1
Spain,1,1,115654.47,675,0
Spain,0,1,0.0,730,0
Spain,0,0,126152.84,683,0
Germany,1,0,105701.91,554,1
France,1,1,0.0,722,1
Germany,1,1,157094.78,689,0
Germany,1,1,113228.38,796,0
France,1,1,0.0,447,0
Germany,1,1,108432.88,498,0
Spain,1,1,0.0,663,0
Germany,1,1,120702.67,498,0
France,0,1,0.0,627,0
France,1,0,0.0,649,0
Germany,0,1,139106.19,738,1
Germany,0,1,101851.8,587,0
Germany,0,1,130935.56,655,1
Germany,1,1,116509.99,647,1
Germany,1,1,93124.04,776,0
